global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
637.9660077009883	n/a	407000.6269819374	n/a	836.1509680497019	n/a	n/a	699148.4413704536	653.6128925927358	n/a	n/a	427209.8133634431	676.5771579511346	561.7492102653208	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0500749385129637	n/a	n/a	0.002507499467077	-0.0303721383643562	n/a	n/a	0.0009224667888235	-0.173089162689628	n/a	0.0299598582405965	n/a	0.0004100002746211	n/a	n/a	1.681002251893774e-07	-0.000719000309229	n/a	5.169614446713976e-07	n/a	1.4753205706519146e-07	n/a	n/a	2.1765707861886912e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
637.3817113592628	-0.5842963417254623	406255.4459752626	0.3414022149537582	833.1503303037052	-3.0006377459966416	9.003826882699805	694139.4728851732	653.9153692571966	0.3024766644608689	0.0914921325433731	427605.3101507758	676.386596167743	570.1106146307478	1.127715	21.060781	0.1298319089158579	0.0584175777093717	-0.0824897008	0.0343577164	-0.0577830745	0.0975350057	-0.0206724798	-0.0656539335	0.1295080306	0.0561772598	0.0777027559	-0.1212138621	0.0903982234	0.0591718578	0.0472759813	0.0384903143	-0.1901354428	0.0342539847	-0.0823546432	0.0068189094	-0.002144873	0.0621508732	-0.0805148273	0.0507370091	-0.0897254399	0.0138820292	-0.1308326653	0.0515346783	-0.0815477748	0.0608507981	0.010079067	-0.0821047556	0.0513502358	-0.1291363717	0.0469951864	-0.1157013972	0.0813335791	-0.0097274121	0.0392080773	-0.0768784618	0.2449349644	-0.0312046985	0.1525699092	-0.0244114309	-0.0601709776	0.0815557853	0.0495112451	-0.0364102772	0.0344826717	-0.2089531618	0.1193839987	-0.0263908736	0.0144731762	-0.0545237447	0.0369721744	-0.0569389122	0.1381890236	-0.0247317934	0.0867969407	-0.0155373349	0.0872477545	-0.0904384316	0.117134651	-0.1023624711	0.0831796	-0.0639630467	0.0386129336	-0.0058542181	0.1948474129	-0.1540613591	0.0556046546	-0.0558044802	0.0428951927	-0.0204497943	0.0670511059	-0.1357866488	0.0452783352	-0.011719317	0.053245117	0.0105465217	0.050589953	-0.0558129059	0.1082373809	-0.1121696705	0.0181002573	-0.0505266259	-0.0021212576	0.0582994264	-0.0258925188	0.0458957765	-0.0270044011	0.0166289747	-0.1834509048	0.02876057	-0.0488907114	0.0191797164	-0.0397219432	0.0287450584	0.0745696666	-0.2073409812	0.0344573258	-0.0757409785	0.0735625648	-0.0741648174	0.0963999667	0.0896203597	0.0896150099	0.0896060937	0.0895936116	0.089577564	0.0	-0.0196748398821284	0.0304000986308352	0.0009241659967645	0.0003870993243873	-0.0426244991623718	-0.0122523607980155	0.0001501203451247	0.001816847928843	-0.1567582194838834	0.0163309432057446	0.0245731393757573	0.0002666997059892	0.0012469930991151	0.000836992824494	7.005569882544441e-07	1.5549917892406818e-06	-0.0002060417325087	0.0005129585767203	4.2453195535186686e-08	2.631265014309159e-07	-6.687119235388426e-05	-6.701872441094945e-05	4.4915094216707926e-09	4.471756366830189e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
637.3004060824603	-0.0813052768024817	406151.8075928688	0.0066105480359281	830.4334287587662	-2.716901544938992	7.38155400489188	689619.6796000409	654.6700978125691	0.7547285553724805	0.5696151922946314	428592.9369699188	677.3195121032771	559.171901970682	1.035973	19.347435	0.1747794494017658	0.1001443041535748	-0.061868146	-0.0123277821	0.0670938902	0.0050532439	-0.1184182425	0.0142005931	0.1532065036	0.006441296	0.004044488	-0.0420090443	0.0470805741	0.0499114301	0.1386936096	0.0330174287	-0.1856007471	0.0646397153	0.0081842132	-0.0263907509	-0.0161250678	0.120283927	-0.1352969771	0.0874081564	0.0094203915	0.0798786611	-0.0992519723	-0.0493042755	-0.2134781677	0.0190141847	-0.016340922	-0.0579964674	-0.0435540133	-0.0077791015	0.0320935675	0.0776163892	-0.049711622	0.0446677103	-0.007905616	-0.1401037399	-0.0072359846	-0.0203049977	0.1362537494	0.0741648843	-0.0275745194	0.0081126779	-0.0240551797	0.0527342869	0.0030982562	-0.2049791449	0.0062870155	0.0514300572	0.0903817584	-0.1247136551	0.0148715078	-0.0870683337	0.0831485669	-0.0312791426	0.0332359337	-0.0111191905	0.141244468	-0.1937611797	0.0106931599	-0.0806410925	-0.004292279	-0.0643814554	-0.0120282383	0.0045629164	-0.0115681386	0.0635109877	-0.0118095381	0.0277311272	0.0993863585	-0.0106390219	0.0886481866	0.0155312016	-0.0290363732	0.0431054528	0.1113678771	-0.0917518246	-0.003489533	-0.0396960382	0.0098635669	-0.1265197745	0.0703474652	-0.093154836	0.0363926336	-0.0763428781	-0.0507173765	0.0272680759	0.0287559906	-0.0139431392	-0.1548191296	-0.0040722376	-0.0618414076	-0.0166252332	-0.0083991195	0.0150176068	0.0476494738	-0.0874514242	0.021123021	2.08407e-05	0.0181583891	0.0472327923	0.0779326233	0.0896060937	0.0895579516	0.0894777338	0.0893654692	0.089221198	0.0	-0.0043708703863813	0.0153039694957471	0.0002342114823267	1.9104507934545016e-05	-0.0111668224723757	0.0314576766899961	0.0009895854227323	0.0001246979241295	-0.0752938269876466	0.0814643924962368	0.0056691603824456	0.0066364472447809	0.000708448641072	-0.0005385444580431	2.900301332889364e-07	5.018994770367636e-07	-0.0004220860483037	-0.000216044315795	1.781566321726334e-07	4.66751463873297e-08	-0.0002433506329115	-0.0001764794405576	3.114499293952902e-08	5.921953053842762e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
639.159014752151	1.858608669690739	408524.2461389405	3.4544261870495774	837.5237773426792	7.090348583912942	50.27304304139626	701446.0776143497	655.1114538578146	0.4413560452454703	0.1947951586747216	429171.0169756995	678.8188016452416	560.0260558296258	1.195027	22.317863	0.1676561094603813	0.0935242239365997	-0.0654782609	-0.0199729268	-0.1028719293	0.0443843933	0.007720568	-0.0778632526	0.0364898614	0.0121389109	0.082191092	-0.069011947	-0.0637501353	0.0752027017	-0.0547867387	0.0455476966	-0.1582508497	-0.0057005619	0.0033638552	0.0152018145	-0.0466655093	0.0594504804	-0.0683428296	0.0525893364	0.0691163461	0.0522055694	-0.0907838444	-0.0624377406	0.0110850801	0.0528854408	0.1788048072	-0.0453757744	-0.1178608864	-0.005328904	-0.0530982421	0.1630467409	-0.0405214249	0.1072165886	-0.0964558061	0.0143740947	-0.1731385916	-0.069490597	0.0501583728	-0.0055387785	-0.0727205649	0.1159724276	0.0132681944	0.0251156389	0.0466820176	-0.1467537669	0.045344036	-0.0339585129	0.0394261055	-0.0634643852	0.0390207326	0.0348856721	0.0501531308	0.0098287704	0.0243419134	0.1281463418	0.1204152121	0.0272703738	0.1231615674	0.1107808929	-0.1076297008	-0.0597479948	-0.0921705893	-0.0665521024	-0.1175354937	0.0155455979	0.0268681574	0.0589847222	0.0709787048	0.1122821152	-0.0519581818	0.0619062258	-0.0573677171	-0.177397204	0.0457371198	-0.055250522	0.0014708653	-0.0548211918	0.1295730069	-0.0602353245	0.0350563631	-0.0836576636	-0.0518654028	0.0350041729	0.0285128596	0.0549477169	-0.0198253923	0.0366373466	-0.1217695365	-0.0479055907	-0.0861031703	-0.0367380272	-0.0331367482	0.0305882337	0.0211160414	-0.0967260153	-0.0302793457	-0.051306896	-0.0722326555	0.0887278507	0.052436493	0.089577564	0.0894438713	0.089221198	0.0889097655	0.0885098837	0.0	-0.0171398920269041	-0.0127690216405228	0.0001630479136561	0.0002937758986939	-0.0292204979803045	-0.0180536755079288	0.0003259351993455	0.0008538375022169	-0.1693814372485391	-0.0940876102608925	0.0286900712843807	0.0088524784046056	0.0001790001687243	-0.0005294484723477	2.8031568487131333e-07	3.2041060403327875e-08	-0.0003400001136395	8.208593466420001e-05	1.1560007727487293e-07	6.738100669695313e-09	3.1001097343990524e-08	0.0002433816340088	5.9234619772814896e-08	9.610680365315764e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
640.6112158216181	1.452201069467037	410382.72983645176	2.1088879461612065	835.2575445788646	-2.266232763814628	5.135810939786888	697655.1657759139	658.284292194067	3.172838336252425	10.06690310799306	433338.2093494438	681.6749738424822	567.1671561523223	1.1839	22.110075	0.1327641427554699	0.0887937716524406	-0.0586741907	0.0674678526	0.0867737973	0.036009284	-0.0223646426	-0.026610678	0.0663691071	0.0333729183	0.0918374679	-0.0187360638	-0.0197416483	0.095615543	-0.0925522015	0.0410544281	0.0148480307	0.064301373	-0.0268511553	0.0687556016	-0.0040776925	0.070290898	-0.00295732	0.0593178819	-0.1180644095	-0.027743781	0.000931188	0.0377240147	-0.0868637066	-0.019905681	-0.0071399724	-0.0508984512	0.0105293375	-0.0622547637	-0.0523918363	0.1742135065	-0.0625356495	-0.0418408848	0.0411052044	0.1104025759	-0.0711004759	0.1293629077	-0.1316535698	0.1270731113	-0.1560480146	0.0140686414	0.1100712804	-0.0906108528	0.0430785502	0.0126967376	0.0375681968	0.0381575334	-0.084646031	-0.0248412545	0.1061375439	-0.0982133522	0.034996812	-0.0591037848	-0.0131631613	-0.0514796278	-0.016200399	-0.0684339279	0.0325897375	-0.0041995783	-0.052776423	-0.1016946133	-0.0241921394	-0.0474479607	-0.0764652886	0.1670146833	0.1716636028	0.0646657638	-0.0728323302	0.0043061579	-0.1060487988	0.0496577959	0.1195833661	-0.0307704	0.2097386704	0.1130546171	0.0277619139	-0.0355868097	0.0214880006	-0.0797119328	0.0370561376	-0.0643370673	0.1238232728	0.0156472825	-0.0471476855	0.0237634918	0.0094630744	-0.0023013087	-0.0027000234	-0.0127035727	-0.0486587117	-0.0065009937	-0.0816318165	0.0868944176	0.0330396388	-0.0441342719	-0.0233816662	-0.0180398192	-0.0418344365	0.0202756017	0.0440567229	0.0895347751	0.0892728417	0.0888368536	0.0882276608	0.0874464509	0.0	-0.0131183544105226	0.0040215376163815	1.6172764799971397e-05	0.00017209122244	0.0116010853863315	0.040821583366636	0.0016664016685592	0.0001345851821409	-0.0895108823462678	0.0798705549022713	0.0080121980584073	0.0063793055403967	0.0002849998519514	0.0001059996832271	1.1235932844245547e-08	8.122491561231994e-08	-0.0002850001656891	5.49999479504e-05	8.122509444281446e-08	3.024994274546709e-09	4.070732346632454e-08	9.706226122334016e-09	9.421082553787923e-17	1.6570861837919766e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
638.2423379061971	-2.368877915420967	407353.2818959683	5.611582578169186	835.034053512484	-0.2234910663805749	0.0499482567519265	697281.8705254899	654.5801794673179	-3.7041127267491447	13.720451092464984	428475.2113514661	677.5030970435663	551.9043557711051	1.300249	24.282957	0.0312935723393224	0.0149050292851186	-0.0314504938	-0.1210161152	-0.0356848716	0.0298636547	-0.064097206	0.014971184	0.0839313796	0.0360473787	-0.1068812027	0.1018089973	0.01429363	0.0647835615	0.1041723072	-0.0024917099	-0.1842475017	-0.0155385115	0.0074894119	0.080151148	-0.0283048477	0.0586122461	-0.1598166878	0.1092770328	0.0371055021	0.085909936	-0.1105767215	-0.0784979895	-0.0458331897	-0.0823280194	0.0967212119	-0.0327618214	-0.0889150335	-0.0663297889	-0.0321957645	-0.051707827	0.0283818109	-0.0925642273	0.108902298	0.0014636234	0.0152946381	-0.0663172224	-0.0096417846	-0.0785055174	-0.0397047305	-0.1320639146	0.0341876995	0.1075782745	-0.0060373604	-0.1926414982	-0.0224047961	-0.0379498196	0.0362330171	-0.1783372965	0.0412852154	0.0351475293	0.1213944147	-0.005652629	0.0288935378	0.0804163854	0.1104261691	-0.0269036664	-0.006477944	-0.0614889703	-0.1020039089	-0.0418707955	0.0246858345	-0.0703287989	0.0964666658	0.0801354608	-0.1243676181	-0.2020124176	-0.0581056399	0.0967051433	0.0793068171	-0.0048808196	0.0338781222	0.0782477162	-0.0707853363	-0.0897163089	0.0042603829	-0.0381810363	0.0472620693	-0.0612700178	0.0618447818	-0.0838217436	-0.0507146629	-0.0950467224	0.0319952119	0.0648078894	0.0034241017	0.0111506462	-0.0462688437	0.0424533932	-0.0227887823	0.032671063	-0.0386333122	0.0028549926	-0.0130427551	-0.1493097011	0.0323163877	-0.0551044717	-0.0136941901	0.0178041604	0.0003674982	0.0894777338	0.0890449717	0.0883252513	0.087320892	0.0860351304	0.0	-0.021075982019397	-0.0079576276088744	6.332383716152011e-05	0.0004441970180819	0.0105836793509439	-0.0010174060353876	1.0351150408431165e-06	0.0001120142686035	-0.0974276295470701	-0.0079167472008022	0.0094921429991611	6.267488624141095e-05	7.999180282838676e-05	-0.000205008049123	4.2028300205223815e-08	6.398688519735504e-09	-0.0002640023551765	2.099781051259999e-05	6.969724353873888e-08	4.409080463230546e-10	-6.198926292608271e-05	-6.202997024954904e-05	3.847717209159938e-09	3.842668718119013e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635.849516813487	-2.3928210927101645	404304.6080319448	5.725592781718666	832.9389014439276	-2.095152068556331	4.389662190375873	693787.213538617	651.4791530476574	-3.1010264196604567	9.61636485543215	424425.086855693	674.0610709568106	571.6640374307901	1.542503	28.807192	0.2146199650855977	0.0886931959721958	-0.0462739036	0.0542012867	-0.055210291	0.0461854769	-0.0249321922	-0.0438741891	0.097925998	-0.0645734752	0.0587450059	-0.0125301875	0.081182969	-0.0019277698	-0.0051016614	0.0493858719	-0.4086942104	0.0744449278	-0.1387154542	-0.0601074462	0.0536030551	0.1213322168	0.0110172621	0.0838615542	-0.0020125831	0.0208346379	-0.2658766815	-0.0403098167	-0.0763922039	-0.1493104646	-0.0203036186	0.1256257631	-0.0849127874	0.1828349199	0.0981178855	-0.073659879	0.1204550925	0.035457051	0.0933673915	-0.0762127718	0.0620518533	0.0986895335	-0.1747362522	0.0174642178	0.0038617043	-0.0079503538	-0.0571464252	0.0429514601	0.012759279	-0.4040495569	0.1503779233	-0.0139489413	0.06174168	-0.0785010212	-0.0719817937	-0.1290289025	-0.0092389232	0.0256118898	0.1867432315	0.0671852161	0.0623453183	-0.1823934134	-0.0691073402	-0.0562068053	-0.0912473078	-0.1728396131	0.0294350496	0.1772057227	0.0520000553	-0.014228468	-0.0995621995	0.0033285117	-0.0716441102	-0.0188696967	-0.2182571706	0.003658589	-0.0739229164	0.070393459	-0.0961930324	0.1004312857	-0.0638768234	-0.0315223351	0.0334274877	-0.0795014008	-0.0003897929	-0.0139392448	-0.051932448	0.0838515644	-0.0331207889	0.0096174461	-0.042664425	-0.0324715763	-0.2180563026	-0.0512153265	-0.0103431491	-0.0938676074	-8.78395e-05	-0.0244864661	0.0433443367	-0.1136619765	0.0235969991	-0.0058012408	0.1027998692	0.0619693434	0.115148778	0.0894064493	0.0887604064	0.0876871239	0.0861917681	0.0842815366	0.0	-0.0045659625021414	0.0165100195172556	0.0002725807444601	2.084801357096136e-05	-0.0453629098659007	-0.0559465892168445	0.0031300208449983	0.0020577935915018	-0.0444154253634891	0.053012204183581	0.0019727300102196	0.0028102937924016	0.0010349518085335	0.0009549600057051	9.1194861249631e-07	1.0711252459867625e-06	-0.0001218874683106	0.0001421148868659	1.4856554931167518e-08	2.0196641068907573e-08	-0.0007479374137134	-0.0006859481507873	4.705248655685401e-07	5.594103748322896e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
640.9559780671153	5.106461253628368	410824.5658199724	26.0759465348078	837.3964175843356	4.457516140407961	19.869450141997483	701232.7601830789	658.232999921919	6.753846874261626	45.614447600973534	433270.6821862091	681.640100783093	560.1414120348406	1.53043	28.581728	0.2210562886676195	0.1088544984079947	-0.0547541651	0.0022453439	0.0658640686	0.0367764799	0.005321055	-0.0605670384	0.0553551422	-0.067523225	0.0021703981	-0.0549137706	0.0018271305	0.0909101976	0.0425796576	0.0172968853	0.0165931231	0.014815907	0.0487498315	0.0306327439	-0.023561959	0.0587553907	0.0352304356	0.0081253695	-0.0896604315	0.1043842437	0.0619080454	-0.0225437501	0.0376508804	-0.0221615888	0.090698279	-0.0166290062	-0.0610704745	0.0152039037	-0.0410238177	0.0536582573	-0.057014044	-0.0993010081	-0.0594040344	0.0560839541	0.0126681082	0.0298363373	0.0185151253	0.0251602286	-0.0221024061	-0.0365213033	-0.0698975477	-0.0039587674	0.0286033562	0.0287387725	-0.0253806198	-0.0081619111	-0.0120267974	0.016743996	0.1234230993	-0.0750070215	0.0060081064	-0.0271069778	-0.0572128122	0.0172829085	0.0942683563	0.077660383	0.0049610136	0.0218818948	-0.0799107661	-0.0284483583	-0.0401343949	-0.0515956671	-0.0624593636	0.03819135	-0.0729803142	0.0315234213	-0.0103239355	-0.0536806744	0.0326908866	-0.044874728	0.0368068569	-0.0338119749	0.0509096789	-0.0101284552	-0.086020218	-0.041204915	0.0517633481	-0.0065807477	0.0298026829	-0.0442299332	0.0647650306	-0.0580107588	-0.0613521332	0.0357652683	0.0108929321	0.0686606373	0.0294415824	-0.0296850157	-0.0958872209	0.0075813093	-0.0520331401	0.0237379578	0.0290888844	0.008486742	-0.0800103732	0.1126828639	-0.1133089708	-0.0003767287	0.0027015962	0.0893209328	0.0884193269	0.0869233856	0.0848431644	0.082192646	0.0	-0.0192594144959059	-0.0146934519937644	0.000215897531493	0.0003709250467251	0.0319041283724317	0.0772670382383323	0.0059701951981239	0.0010178734072046	-0.1236286615719421	-0.079213236208453	0.0152840459620697	0.0062747367906161	0.0003630119462618	-0.0006719398622717	4.515031785097113e-07	1.3177767312877996e-07	4.08937683213928e-05	0.0001627812366319	1.672300287523749e-09	2.6497730999440833e-08	-0.0005850072680757	0.0001629301456376	2.654623235752212e-08	3.422335037013939e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
642.0268159361884	1.0708378690731024	412198.4323811604	1.1466937418410228	837.1808829502753	-0.2155346340603046	0.0464551784795094	700871.8307774025	658.8660025872779	0.6330026653588448	0.4006923743514016	434104.40936533886	681.7972968920079	563.223933794129	1.113105	20.787922	0.1103028025680638	0.072056767698865	-0.0073204723	-0.0725672449	-0.0491781634	0.0443446189	-0.0688772779	0.0677762256	0.0492716753	0.0448795459	-0.0509718461	-0.1083821104	-0.0302427966	0.0173551405	-0.0134022263	0.0399549528	0.0011474465	0.0323678015	0.0033670875	-0.0327017542	-0.026956454	-0.0027131059	0.023126379	-0.0711201435	0.0672217179	-0.0343873967	0.0436415473	-0.0695147146	0.0199563572	-0.0149309193	0.0133120354	-0.0209355148	0.0337528707	-0.0445624554	-0.0936673908	0.0609871086	0.0367877952	0.0129537851	0.0064371218	0.0190904673	0.0043538685	-0.0481840145	0.0313355658	-0.1090981618	0.0609732118	0.1777005172	0.0012669241	-0.0303936721	0.0304398608	-0.0147024138	-0.0305286638	0.0582354609	0.0230386814	0.0194473656	-0.019414145	0.0526393216	-0.0799592796	-0.014041084	0.0305830627	-0.0602266596	0.0238907207	0.0616386437	0.0252799161	0.0109963752	0.0299683158	0.0034838962	-0.0609923177	-0.0147277727	0.0525880572	0.0666246315	0.0642230879	0.0307476037	-0.027770389	0.0125671821	0.0114084319	-0.0201459158	0.0025429411	-0.1519741011	-0.0965516403	-0.0284987456	0.0778178147	-0.0250272497	0.0096490527	-0.063613889	0.0227425441	-0.0501746605	-0.0306228432	0.0018927636	0.0458267469	0.0765840885	-0.0033202396	0.0079443333	-0.0401746431	-0.0309821508	-0.0324211437	-0.0099438749	-0.0971080419	0.0262389124	-0.0260415654	-0.0849128282	-0.0090953629	-0.0616487947	-0.0389850193	-0.0242089091	0.0154373486	0.089221198	0.0880219504	0.0860351304	0.0832785149	0.0797767688	0.0	-0.0043749972013387	0.0148844172945671	0.0002215458781988	1.914060051172146e-05	0.0023196085530088	-0.0295845198194229	0.0008752438129458	5.38058383919158e-06	-0.0605957002313743	0.0630329613405678	0.0036718388865305	0.0039731542153615	0.0003070116918666	-5.600025439520001e-05	3.1360284923271172e-09	9.425617894279213e-08	4.0910269284211154e-05	1.6500962818355447e-08	1.6736501329066703e-09	2.722817739327489e-16	-0.0005850059411636	1.3269121000537495e-09	1.7606957212690518e-18	3.4223195119670937e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
641.0791379339806	-0.9476780022077946	410982.46109417576	0.8980935958685569	838.7827599954884	1.6018770452130866	2.566010067980609	703556.5184656491	659.2271886700369	0.3611860827589908	0.1304553863787845	434580.4862818004	682.5205676886709	566.4112454736736	1.175256	21.948643	0.1511991591738882	0.1117791269204231	-0.0873753731	0.0799359807	-0.006246189	0.0378409618	-0.0878429784	-0.0503757457	0.0287933304	-0.010137185	-0.0095135906	-0.0797269492	-0.0131319533	0.0662432182	-0.0960744442	0.0368846213	0.0578762148	-0.0360974423	-0.0164347652	0.0189214244	0.0737711338	-0.0996443046	0.0004483202	0.0613649151	-0.0156760991	0.0738898995	-0.0060016186	-0.0891351915	-0.0012296413	0.0593099099	-0.0246736372	-0.0412981707	0.0445207367	-0.0624900059	0.0220264508	-0.0232525597	0.0059860355	-0.103964173	0.0147568496	0.058215284	0.0024744036	0.0057429234	0.0096270015	-0.0046224301	0.107161353	0.0248253924	0.035788287	0.0123871473	0.0378893852	0.0564076062	-0.0236009436	-0.0387611143	-0.1029560508	0.0192911219	-0.052832928	-0.0186724127	0.0416655632	-0.0255725423	-0.0225262581	0.0360474115	0.1174186082	0.0492217873	-0.0018956409	0.0386823824	0.061623551	0.0680061578	0.1040984261	-0.0478231754	-0.0334714069	0.0323826892	0.0206917745	-0.1204956999	-0.1072739524	-0.045077468	0.0298038276	-0.0034925476	-0.0440288646	0.0234931698	-0.0091608009	-0.0246693843	0.0831697201	-0.0493881964	0.0747587905	0.0067066683	0.0913694778	-0.0974830946	0.0015666451	0.0636703894	-0.0915363242	-0.0252365786	0.0224697329	0.017505044	-0.0322079688	0.060795271	0.0198032986	-0.0007436059	-0.1296994238	0.0373286776	-0.0267763338	-0.0409320662	0.0228155727	0.121576073	-0.030022815	0.0964456427	-0.0147666795	0.0891072607	0.0875685299	0.0850236306	0.081501804	0.0770435161	0.0	-0.0002689884691591	0.0041060087321796	1.685930770873513e-05	7.235479654055607e-08	0.0195704717974081	0.0172508632443993	0.0002975922826769	0.0003830033663731	-0.1626323632402631	-0.1020366630088887	0.0264492855731128	0.0104114805979895	0.0006864603522002	0.0003794486603336	1.4398128582896372e-07	4.712278151428226e-07	-0.0001352007821053	-0.0001761110513895	1.8279251481884808e-08	3.1015102421519034e-08	-0.0005844531691183	5.527720452999955e-07	3.055569340651403e-13	3.4158550689242415e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
