global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39
630.6694206673285	n/a	397743.9181648638	n/a	698.9400284400353	n/a	n/a	488517.1633557574	648.118482428082	n/a	420057.56726488	n/a	662.6641498611634	460.5683785120646	n/a	n/a	n/a	n/a	-0.0474331855	0.0175567501	-0.0867672217	0.03313427	-0.0573284435	-0.0096819965	0.0742868327	0.0584571286	-0.0129399257	0.0714126664	-0.0765407323	0.0121529972	0.0908910142	-0.0290663627	0.0394093826	-0.0589838271	0.0063196861	-0.0094572777	0.017944601	-0.0159328379	0.0693565405	0.0516300325	-0.0575945835	0.0487706495	-0.0428972094	0.0412494349	-0.1141288606	0.0353651826	-0.0315718364	0.0682351218	-0.0010209409	0.0738585776	-0.062014284	0.0162888253	-0.085320304	0.0388905455	-0.02634229	0.0188196087	-0.0367176009	0.0578661613	-0.00715648	0.0148492752	-0.0924226253	-0.0255860148	0.0316867002	-0.0114869046	0.0034388116	-0.0256850874	-0.056071449	-0.0435567232	0.0397820516	-0.0909929512	0.032860001	-0.025004848	0.1105069677	-0.0290024027	0.0231855292	-0.0431693249	0.0350154708	-0.0739781762	0.0590118466	-0.0390948287	0.0085534548	-0.0684769462	0.0572155669	-0.0033570603	0.1451506977	0.0350965756	-0.0389066377	0.0008371407	-0.0122722083	0.0325225529	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	-0.0065620779411119	n/a	n/a	4.306086690522739e-05	0.2215377723668297	n/a	n/a	0.0490789845852572	0.0844291523753568	n/a	0.0071282817708212	n/a	0.010146056441714	n/a	0.0001029424613184	n/a	0.0024378639592557	n/a	5.943180683837876e-06	n/a	0.0009461625966515	n/a	n/a	8.95223659302309e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.8870474022124	-1.7823732651161208	395498.9183902725	3.1768544562007017	696.5526897136982	-2.387338726337134	5.69938619426901	485185.6495473876	647.375982407392	-0.7425000206899313	419095.662597936	0.5513062807245483	661.7705118937665	437.1812242344448	1.178074	21.150528	0.0467302907204959	0.0289840494339663	-0.0659753456	-0.0125980492	-0.0263044384	0.0540079243	-0.0355633569	-0.0137799681	0.0515688799	0.047383943	-0.0385068036	0.0729218948	-0.079515383	0.0491464257	0.0726780929	0.0142741884	0.0397267773	-0.0516544795	-0.0222393563	-0.0161820813	0.0968508672	0.0103861336	0.0091270754	0.0407043083	-0.0675533779	0.0777516884	0.0485589316	0.0007436115	-0.056998431	-0.0698847306	-0.0002717213	0.066990305	0.0175722239	0.0761229756	-0.0537655188	0.0459521745	-0.0368713296	0.0523823567	-0.0560882648	-0.0383271521	-0.0627369992	0.0279756245	0.0149487337	0.0740641561	-0.0491800986	-0.0085658777	0.0814272446	0.070274645	0.0472271997	-0.0329250824	-0.0573506428	-0.0445520445	0.0458993069	-0.0936036844	0.0314767782	-0.0249921006	0.1121920825	-0.0067383934	0.0452362883	-0.0430513153	0.0608790665	0.0040425712	0.0608059085	-0.0007420989	0.014052546	-0.0545597856	0.08023753	-0.0776436923	0.100183857	-0.0334257004	0.0006169609	0.0814705989	-0.0165048777	0.0380074825	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	-0.0196731810806625	-0.0131111031395506	0.0001719010255359	0.0003870340538325	0.2161492068220383	-0.0053885655447913	2.903663863051293e-05	0.0467204796097962	0.0808549472106179	-0.0035742051647389	0.0065375224884318	1.2774942559646229e-05	0.0105946148135336	0.0004485583718196	0.0001122458630471	2.012046129294515e-07	0.00243784097362	-2.2985635699922933e-08	5.943068612660509e-06	5.283394485295715e-16	0.0009016156166785	-4.454697997300001e-05	1.984433424714864e-09	8.129107202385518e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627.9267601510593	-0.9602872511530904	394292.01611380593	0.9221516047271586	691.2442947974572	-5.308394916241014	28.17905658677344	477818.6750900339	647.1867051981263	-0.1892772092656969	418850.6313852065	0.0358258619474104	660.9238609038204	433.247659966378	0.926164	16.627859	0.070614129307101	0.0404279049170609	-0.0683524867	-0.0174023373	-0.0249134732	0.0716556674	-0.0353892806	0.0145162152	0.0422991561	0.0166305369	-0.0449109924	0.0645776381	-0.0257703123	0.0602408196	0.0283268451	-0.012986831	0.0914476812	-0.0367025756	0.0673210255	-0.0175539617	0.0786939999	0.0120042776	0.1129645315	-0.0258268741	-0.0190598843	0.0140128316	0.1209997219	0.0578676575	-0.0028939086	0.00263479	0.0568779558	0.0460078871	0.0453675847	0.0581901361	-0.0096345565	0.0484583885	0.0282181865	0.0656127288	-0.1014379161	-0.038079852	-0.0456367715	0.0224830762	-0.0534594471	-0.0052266592	-0.090250977	-0.0528166333	-0.0393500031	0.1258128179	0.0108383598	0.0226350699	-0.0584266781	-0.0456732913	0.0483850243	-0.0986874943	0.0244074479	-0.0292057513	0.1190178677	0.0490073097	0.0071933666	-0.0139975719	0.0050893793	0.021535013	0.0583448736	0.0358138047	0.0210456208	-0.0534610849	0.095600454	-0.0560737783	0.0917817918	-0.0428061102	-0.0246362785	0.0239645182	0.101323998	-0.0693459052	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	-0.0449813039807907	-0.0253081229001282	0.0006405010847279	0.0020233177078122	0.2388363550793428	0.0226871482573045	0.0005147066960489	0.0570428045075859	0.0762376466755796	-0.0046173005350382	0.0058121787706305	2.131946423086493e-05	0.0105064215505796	-8.819326295400089e-05	0.0001103848937984	7.778051630473546e-09	0.0024348924269357	-2.948546684299839e-06	5.928701130748823e-06	8.693927549495573e-12	0.0006327262740242	-0.0002688893426542	7.230147859306152e-08	4.003425378405471e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627.3309853110737	-0.5957748399855518	393544.1651313626	0.3549476599598098	688.4706575246958	-2.773637272761448	7.693063720851563	473991.8462724869	646.3429406117584	-0.8437645863679109	417759.1968786551	0.7119386772086117	659.7617063223597	427.9501350820632	0.8526059999999999	15.307249	0.0807965473718007	0.0434979069974977	-0.0768729779	-0.0149131375	-0.0048005477	0.0681676859	-0.0586318463	-0.0419991105	-0.0625706853	-0.0063511722	-0.0717764266	0.0280008489	0.009393732	0.0517247959	0.1150756538	0.0166819923	0.0444767869	-0.0367937236	0.0054345237	-0.0327522715	0.0567206133	0.089381144	-0.091750988	0.1149923443	-0.0101255741	0.0854072133	0.043496557	-0.0656391796	-0.0948813949	-0.0222665182	0.0131007839	0.0257963699	0.0723901864	0.0392098039	0.0304449131	0.0407169143	0.0156992947	-0.0082559497	-0.1766329307	-0.0694320277	-0.0385190901	-0.0026244388	-0.0010802119	0.0207605308	0.0322427549	0.0557421746	0.1119429647	0.0309129861	0.1227853727	-0.0380627162	-0.0607682293	-0.0466294287	0.0493278818	-0.0993208338	0.017943016	-0.0328011581	0.1114341026	0.0579739742	0.0074222431	0.0055636041	-0.0222492231	0.0074641958	0.0651320205	-0.0008957906	0.027148323	-0.0442769855	0.0854736987	-0.0777003998	0.0708315542	-0.010756028	0.0040915099	0.0066677951	0.1166333357	-0.0286168479	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	-0.0338165357443216	0.0111647682364691	0.000124652049774	0.0011435580897469	0.2242355756135339	-0.0146007794658089	0.0002131827610091	0.0502815933707328	0.0758170636483868	-0.0004205830271927	0.0057482271402635	1.768900827626527e-07	0.0108912149793004	0.0003847934287207	0.0001186185637253	1.480659827867092e-07	0.00258406769437	0.0001491752674343	6.677405849086688e-06	2.2253260414094944e-08	0.0011909659107157	0.0005582396366914	3.1163149197345775e-07	1.4183998004868764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.2434822989821	0.912496987908412	394689.8730511515	0.8326507529419245	691.1266266456017	2.6559691209059797	7.05417197120608	477656.014058529	646.6425893492618	0.2996487375033894	418146.638360318	0.0897893658873751	660.1102549357587	430.2571790568034	0.754085	13.538456	0.0616304511882283	0.0335518269904216	-0.0747412906	-0.0187924928	-0.0106779433	0.0674814028	-0.0619912847	-0.0749026642	-0.0672114418	-0.014873975	-0.0728814282	0.0469636727	0.0138426015	0.0554893831	0.0384405382	-0.0348994074	0.110183725	0.0451970953	0.0963997711	-0.0563418579	0.078071308	0.1281534416	-0.0384744329	0.1203228566	0.0473162638	-0.0957494042	0.0699873649	-0.0570122318	-0.1246059288	0.106190126	0.0083799907	0.0235527147	0.0807729754	0.0504433662	0.0358544036	0.0342108789	0.0627399269	0.0379422832	-0.1839551052	-0.0392935454	0.0190400471	0.0274675926	-0.0688337653	0.0286769844	-0.0368933462	0.0371981015	0.0728659776	0.0256481011	0.0971360343	-0.079060317	-0.0583311895	-0.044595118	0.0477926853	-0.1002291259	0.0178444367	-0.03356568	0.1145457317	0.0597412115	-0.0011549967	0.0036699477	-0.01254768	-0.0035892829	0.0628085198	0.0028744152	0.0254804797	-0.0515030663	0.078336108	-0.0694694386	0.0764355733	-0.0191793494	0.0037452903	0.0043087329	0.1041674681	-0.0352500771	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	-0.0338351861876873	-1.865044336570032e-05	3.478390377371951e-10	0.0011448198243554	0.2457914339992726	0.0215558583857387	0.000464655030746	0.0604134290274187	0.0783300049071158	0.0025129412587289	0.0061355896687487	6.314873769822427e-06	0.0105135451431693	-0.000377669836131	0.0001105346314774	1.4263450512329116e-07	0.0024386326294687	-0.0001454350649013	5.946929101509425e-06	2.115135810284541e-08	0.0009632107897402	-0.0002277551209754	5.1872395130564577e-08	9.277750254719398e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.3936724551592	0.1501901561770182	394878.60758168186	0.0225570830124771	694.1497457357553	3.023119090153614	9.139249033251213	481843.8695050138	647.5597977460441	0.9172083967822572	419333.6916568975	0.8412712431278787	661.5298791724515	427.099252163115	0.995304	17.869171	0.0618731542141964	0.0326137649698055	-0.0773536649	-0.0145379315	-0.0139658918	0.0699266056	-0.044811971	-0.0897363652	-0.0574633021	0.0350176677	-0.0378874499	0.044852043	-0.0551277916	0.0212982614	0.0319656593	0.0099493689	0.013345885	-0.0620087722	0.1041714443	0.0372284418	0.1312899656	-0.0418453756	0.0420878912	0.0796330896	0.0318668866	0.1431165242	0.0108339466	0.0771881817	-0.072901087	-0.0352819861	-0.0533694834	0.0512214875	0.0248849737	0.0587747176	-0.0229507048	-0.001896326	0.0272678823	-0.0670910062	-0.1115172433	-0.0053850419	-0.045735326	0.1094030164	-0.0350364032	0.0660999582	-0.0765340258	0.0126612718	-0.0491344791	0.0893297957	0.00756473	0.0101125683	-0.0608542537	-0.0447505153	0.0431564963	-0.0923961192	0.0149623907	-0.0319857292	0.1004881224	0.0686559791	-0.0078130765	0.0382850313	-0.0278415524	-0.0340584097	0.0587133577	-0.0091818027	0.0070428473	-0.0305779911	0.0853813526	-0.0631528928	0.0396551617	0.0164984566	0.0174677777	-0.0226452659	0.130582925	0.0016378165	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	-0.0381145044916877	-0.0042793183040003	1.831256514695285e-05	0.0014527154526468	0.2285866610990865	-0.0172047729001861	0.0002960042105469	0.0522518616324286	0.0832699949485658	0.00493999004145	0.0069338920587341	2.4403501609625188e-05	0.010138451495843	-0.0003750936473263	0.0001027881987335	1.4069524426454685e-07	0.0024347745046657	-3.858124802999779e-06	5.928126888570105e-06	1.4885126995522078e-11	0.0006331811024983	-0.0003300296872419	1.0891959446098637e-07	4.0091830856096273e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.3642328001273	-0.0294396550318651	394841.60906249256	0.0008666932883952	692.3541778564453	-1.795567879310056	3.224064009210012	479354.3075952743	647.3116149902344	-0.2481827558096938	419012.3269012654	0.0615946802812941	662.3426764614611	449.2273851848784	1.177528	21.14072	0.1282380750203935	0.0665683973419378	-0.0756615412	0.0277683463	-0.0643378137	0.0819600848	-0.0131235449	-0.035953215	0.0479188259	0.0379245805	-0.0544349525	0.0551557511	-0.0897297744	0.0345509106	0.056485328	-0.0354523005	0.0338509816	-0.0806272044	0.0559404648	-0.0511760265	0.0319688817	0.060657084	0.1341200899	0.0540094972	-0.0942693285	0.038187124	0.0095272632	-0.0158161132	-0.0483163175	0.0538867882	0.0399989442	0.0759833453	0.0323014588	0.0618302384	-0.0842413555	0.024750197	-0.0301234091	0.0247276391	-0.0522056481	0.0096013546	-0.0805640429	0.084898684	-0.0312724528	-0.0376006396	-0.1342914772	-0.0733004918	0.0541650293	0.0158412524	0.0350015675	-0.0644006223	-0.0602594408	-0.044276604	0.0366386495	-0.0727452126	0.0051251216	-0.0296685885	0.0699074649	0.0081980007	0.0058604104	0.0181873773	-0.003831516	-0.0813723613	0.0516928055	-0.0502729768	0.0292473852	-0.0427645248	0.0431067559	-0.0537973405	0.0405992552	0.0440233113	-0.0067401657	-0.0633124771	0.0269277023	0.0509958422	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	-0.0191874723003451	0.0189270321913425	0.0003582325475721	0.0003681590932765	0.1812428668386445	-0.047343794260442	0.002241434854975	0.0328489767798906	0.0750354023994219	-0.0082345925491438	0.0056303116132431	6.780851445041617e-05	0.0093343084627905	-0.0008041430330525	8.712931447852235e-05	6.466460176068744e-07	0.0022710026442342	-0.0001637718604314	5.157453010118729e-06	2.6821222269194708e-08	0.0007399193294036	0.0001067382269052	1.1393049082887306e-08	5.474806140250732e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627.8373132907802	-0.5269195093470671	394179.6919601853	0.2776441693305539	691.7588326674241	-0.5953451890211454	0.3544358940906233	478530.2825733973	646.291446388374	-1.020168601860405	417692.6336747765	1.0407439762218136	661.1042062230857	447.8055071603684	1.001146	17.974049	0.120639953402877	0.0708416056236667	-0.0781141604	0.0161444601	-0.0521875041	0.0927637277	-0.0081333115	0.0209062613	0.0591057843	0.0222693716	-0.0567331432	0.035521518	-0.0661998925	0.0203110173	0.0481903272	-0.023569657	0.070927107	-0.0662680813	0.0070344613	-0.0011754432	0.0596314081	-0.0549854046	0.0115445399	0.0304897122	-0.0514245883	-0.0391644505	-0.0128465922	-0.0378048484	0.0133965322	-0.0553879691	-0.0618287885	0.0635632025	0.0382751044	0.0359948225	-0.0648168697	0.0339358941	-0.0486487391	0.0652347857	0.0137704397	-0.017685403	-0.058299378	0.0537661226	-0.004814655	0.0314076095	-0.0118288912	0.0151507616	-0.0024936546	-0.001008354	0.002212904	-0.0735225508	-0.0582060864	-0.0429442316	0.0312155043	-0.0636609693	0.0096989509	-0.0269480315	0.0606737716	-0.0266395583	0.0266005946	-0.0154560259	0.0678124745	-0.0400615726	0.0344206728	-0.0284692285	-0.0052564058	-0.0417252621	0.046879765	-0.026389301	0.082271735	-0.0361916121	-0.0160197275	0.0183238574	-0.0676309813	0.053574383	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	-0.0320706138810891	-0.012883141580744	0.0001659753369894	0.0010285242747099	0.1438207271210103	-0.0374221397176341	0.0014004165410461	0.0206844015496161	0.0867648035365107	0.0117294011370887	0.0075281311327292	0.0001375788510347	0.008299375937302	-0.0010349325254885	6.887964094866743e-05	1.0710853323140056e-06	0.0023071941530103	3.61915087760999e-05	5.323144859684916e-06	1.3098253074905156e-09	0.00063893794432	-0.0001009813850835	1.0197240133402308e-08	4.082416966918674e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627.0960001931438	-0.7413130976364073	393249.3934582394	0.5495451087272856	688.6362010662373	-3.122631601186868	9.75082811673086	474219.8174189392	646.6478192345571	0.3563728461831488	418153.4021208085	0.1270016054966782	660.043923895043	424.7882246816726	1.100626	19.760057	0.1303595638130022	0.0779708230727775	-0.0741485701	-0.0408630748	0.0019077277	0.0865505891	-0.042281929	0.0188115025	0.0305253914	0.0042507316	-0.0455235726	0.0597819185	-0.0111590646	0.0418650485	0.0889612302	-0.0315465905	0.0584199753	0.000846736	-0.0039370819	0.0273766332	-0.0115857665	-0.0305189703	0.0041903248	-0.1322439899	-0.0704016339	-0.0075869602	0.0116613462	-0.0350928388	-0.0009206681	-0.0204793873	-0.0154109834	0.0250775994	0.043475011	0.055923794	0.000586851	0.0418422458	-0.0741036811	0.0874660809	-0.0369310464	-0.0261080307	0.0165166347	0.0453786293	-0.0225105105	0.0174362566	0.027736109	-0.0992468552	0.0020130906	0.0040360054	-0.0385564814	-0.0270035306	-0.0596535616	-0.044655019	0.0408967015	-0.0740489279	0.010558233	-0.041205777	0.0789691808	0.0008942372	0.0116781546	-0.013718098	0.057350113	0.0304609006	0.046335832	0.0225937857	-1.78056e-05	-0.0154201346	0.0679305163	-0.0194825779	0.0600960338	-0.0319627038	-0.0080489201	0.0555985608	-0.023607859	-0.0014639163	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	-0.03635858128969	-0.0042879674086009	1.8386664497223515e-05	0.0013219464333989	0.1985343466627682	0.0547136195417579	0.0029935801633602	0.0394158868048122	0.0905185531272891	0.0037537495907783	0.0081936084602578	1.4090635990268998e-05	0.009335012646923	0.001035636709621	8.714246111821235e-05	1.072543394314612e-06	0.0019910295571961	-0.0003161645958141	3.964198697628498e-06	9.99600516463564e-08	0.0006392211843221	2.8324000210001865e-07	8.022489878961856e-14	4.086037224861482e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.794020939416	1.6980207462721637	395381.9207691587	2.883274454770676	691.3827034583459	2.746502392108596	7.543275389858239	478010.042641371	646.0976539741129	-0.5501652604442597	417442.1784708525	0.3026818137997001	659.5344002045781	422.9796798360915	0.845862	15.186167	0.1009013794842199	0.0437957271923554	-0.0678610006	-0.0485428554	0.009135914	0.0683769987	-0.0487480592	0.0217048126	0.0615419771	-0.0328695372	-0.0625903981	0.0396580797	0.0209706581	0.020669692	0.0720173129	-0.0489686273	0.0703441053	-0.003658005	0.0818800328	-0.0145550768	0.0055486715	-0.0416487628	0.0692095865	-0.0727125063	0.0027699106	-0.0743244652	0.0224585731	-0.0270391512	0.0039634377	-0.0327660316	-0.1336850226	0.0009711293	0.0713656121	0.0330120059	0.0226303187	0.0176018799	-0.0463199169	0.0446460651	-0.0505718999	-0.0147021725	-0.0354345758	0.0329346466	-0.0682804547	-0.0031972234	-0.0084295818	-0.0842838749	-0.0776641231	-0.0213776456	-0.0055000385	-0.0706217594	-0.0573374303	-0.0402961189	0.0373862131	-0.0685470888	0.0048219397	-0.0359299576	0.069966628	0.0326904213	0.0113102149	-0.0087204759	0.0228126876	0.0436872741	0.0255246862	0.0091210482	0.0052153738	0.0075886184	0.0333483787	-0.0324529419	0.0217625267	-0.0524649522	0.0146709403	0.0323399886	0.0106599574	-0.0040220025	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	-0.0187543430476466	0.0176042382420434	0.0003099092040826	0.0003517253831488	0.176772699251174	-0.0217616474115941	0.0004735692980665	0.031248587200546	0.0619629640471117	-0.0285555890801774	0.0038394089135036	0.0008154216677159	0.0089290624603402	-0.0004059501865827	7.972815642065659e-05	1.6479555398661014e-07	0.0017409021408818	-0.0002501274163143	3.0307402641268347e-06	6.256372439206718e-08	0.0006427416764331	3.520492110999974e-06	1.2393864703613054e-11	4.1311686262403197e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
