global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64
631.7780807587959	n/a	399143.5433272676	n/a	733.3286064379143	n/a	n/a	537770.8450201735	582.4231537628174	n/a	n/a	339216.7300390264	591.7345162793464	785.8448421128991	n/a	n/a	n/a	n/a	-0.0091270829	-0.000333573	0.0298649834	-0.0146210881	-0.014864409	-0.0141107744	0.0341043974	-0.0153780728	-0.0147438889	0.0321355755	0.0126290809	-0.008978645	0.0029963631	-0.0116441189	0.031722266	-0.0149808522	0.0389057324	-0.0022199037	0.0202351966	-0.0325760142	0.0276601942	-0.0131779182	0.039357757	-0.0097034361	0.0139704152	-0.0386479311	0.0011859701	0.0124262053	-0.0281225979	0.0050065875	-0.02974921	0.0323168475	-0.0062991962	0.0230729837	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	-0.0061295793696842	n/a	3.757174324925816e-05	n/a	-0.0374193708070009	n/a	0.0014002093115918	n/a	-0.0719999808917393	n/a	0.0051839972484108	n/a	-0.000871967121114	n/a	7.603266603038372e-07	n/a	0.0001127540409682	n/a	n/a	1.2713473754658525e-08	-0.000582950941742	n/a	3.398318004778846e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.0048785892659	1.226797830469991	400695.1763178113	1.5050329168458765	735.8890083312988	2.560401893384437	6.555657855646611	541532.6325828223	588.2582159423828	5.835062179565398	34.04795063939449	346047.72862371505	597.4121234332245	789.1564918942682	0.664753	29.2812	0.1137374749445089	0.0558037265356233	0.0021539334	-0.0116809163	-0.0062148695	0.003600141	0.0021381033	-0.0065917825	-0.0019701901	0.000793445	-0.0036578205	-0.0013757283	0.0027205369	-0.0082332098	0.0084224123	0.0110846284	-0.037282079	-0.0152495819	0.0081249172	-0.0216331345	-0.0165791925	-0.03764976	-0.0119381012	0.0050970066	-0.0714716721	-0.0537456159	0.0061026217	-0.0249458367	-0.014865048	-0.0003666731	-0.0378298833	-0.023325346	-0.0252449511	-0.0238816526	0.0292803684	-0.0246559506	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	-0.0023498858878667	0.0037796934818175	5.52196368599507e-06	1.4286082816493696e-05	-0.0761739690771605	-0.0387545982701596	0.0058024735649682	0.0015019188870814	-0.0678955622802774	0.0041044186114618	0.004609807377355	1.6846252138114777e-05	-0.0003598782120572	0.0005120889090568	1.29512327513487e-07	2.622350507789837e-07	0.0007055624481855	0.0005928084072172	3.514218076675121e-07	4.978183682895163e-07	-0.0003458729663947	0.0002370779753472	1.196281088826693e-07	5.6205966394774974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.3666659335345	0.3617873442685777	401153.3335157615	0.1308900824729103	735.1296183730617	-0.7593899582370796	0.5766731086713134	540415.5558093233	590.8498570556641	2.591641113281298	6.716603660049927	349103.5535826987	600.5582967393491	804.151964334868	0.603176	26.568834	0.1750018071489733	0.0890464336890907	0.0104008704	-0.0126932465	-0.0136418937	-0.00911296	0.0085560209	-0.0093020806	-0.0202392394	0.0096715649	-0.0088800248	-0.0165144159	-0.0013805762	-0.0051897972	0.0160533128	0.0012326144	0.0228941128	-0.0351098013	0.0286763395	0.0143159953	0.0020749574	-0.0513980764	-0.0258493002	0.0861597533	0.0120279545	-0.0120176017	-0.007525613	-0.0153317036	0.0254151801	-0.0371475771	0.0093294237	-0.015477883	0.0372835289	0.0464860498	0.0077215226	0.0299671774	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	3.3773778923773534e-05	0.0023836596667904	1.140668142791929e-09	5.681833407083673e-06	-0.0431194536811005	0.03305451539606	0.0018592872857565	0.0010926009880683	-0.010055889661146	0.0578396726191314	0.0001011209168771	0.0033454277286882	-0.0011199973994791	-0.0007601191874218	1.2543941748399463e-06	5.777811790869294e-07	2.10873168011716e-05	-0.0006844751313843	4.6850620548359366e-07	4.44674929872974e-10	-0.0001559880958611	0.0001898848705335	2.4332286050371727e-08	3.605626405756203e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635.0967497277982	1.7300837942636915	403347.8815148135	2.993189935173852	738.6913429029061	3.561724529844355	12.685881626494991	545664.9000796988	593.4696959838867	2.6198389282226344	6.863556009830722	352206.28005120694	603.1268079212273	800.0924822329619	0.510458	22.484789	0.1370591048734556	0.0733771227412112	0.0119164548	-0.0206967694	-0.0063794963	-0.010702574	0.0162405902	-0.0038969588	-0.0332606868	0.0158025313	-0.0044969605	-0.0304448527	-0.003126795	-0.0077710241	0.0219063052	0.0202144136	-0.0276731612	-0.0438953106	0.0172079873	0.0103755841	0.0039926788	-0.0650753275	0.0324035779	0.0217451808	0.0203770734	0.0421898981	-0.0197789109	0.005778365	-0.0107044446	-0.0058849335	-0.0156225603	0.0147511647	-0.034207515	-0.0534338469	0.0149772029	0.0160048128	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	0.0144074563833385	0.0143736826044147	0.0002075747994378	0.0002066027516124	-0.0697948888668378	-0.0266754351857372	0.0048713265119342	0.0007115788423484	-0.0519184852757632	-0.0418625956146172	0.0026955291133296	0.0017524769115929	-0.0002329835239804	0.0008870138754986	5.4281322446325627e-08	7.867936153272231e-07	0.0001470263966814	0.0001259390798802	1.5860651841078547e-08	2.1616761321116392e-08	-0.0002259829698559	-6.999487399479999e-05	5.1068302664892615e-08	4.8992823855479276e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
636.4272760289961	1.3305263011978925	405039.6776736879	1.7703002381793445	740.7451583862305	2.053815483324456	4.21815803954327	548703.3896726418	592.365545135498	-1.1041508483887128	1.2191490959975142	350896.9390636757	602.1199615142874	803.7596005999635	0.483918	21.315737	0.1339075621052248	0.0713241971560243	0.0181983104	-0.0261876429	-0.0188796588	-0.0133025247	0.013561527	-0.017406785	-0.0358038279	0.014721779	-0.0175586372	-0.0290923637	-0.0018392913	-0.005286328	0.0264810915	0.0060810076	0.0273171127	-0.0352857076	0.0491534577	0.0378179506	0.0221510452	-0.0645010067	-0.014769575	0.0329235815	-0.0491183132	0.0052873182	-0.0088716577	-0.0439250627	0.0086691413	0.0433118897	-0.01408589	0.0093092978	0.0378194145	0.0506965108	0.0692455494	0.0671784986	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	9.335128623888522e-06	-0.0143981212547146	8.71446264245428e-11	0.0002073058956654	-0.016220380883908	0.0535745079829298	0.000263100756019	0.002870227905613	-0.012906579884877	0.0390119053908862	0.0001665798043247	0.0015219287622274	-0.0005325071626843	-0.0002995236387039	2.835638783100836e-07	8.971441014242444e-08	-6.894615230268464e-05	-0.000215972548984	4.6644141914682834e-08	4.753571917344985e-09	-0.00020301860801	2.29643618459e-05	4.1216555198318046e-08	5.273619149894275e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
637.5377301196681	1.1104540906720786	406454.3573261388	1.233108287490353	740.0729642001065	-0.6721941861239884	0.4518450238588911	547707.9923399321	597.3857615966797	5.02021646118169	25.202573317119608	356869.748158445	606.7333132619583	808.7360095806567	0.508167	22.38386	0.125526754401735	0.0699743787116035	0.0222148033	-0.0280689766	-0.0169961896	-0.0245842764	0.0273713241	-0.0046797191	-0.0692116862	0.0264537151	-0.0029940128	-0.0675947987	0.0056061293	-0.0123424818	0.0235744902	0.0165921589	-0.0176629695	-0.044196195	0.0340508334	0.0034575051	-0.000871726	-0.0954973201	-0.0252177795	0.1034149772	-0.0395929344	-0.0207189545	-0.0361256052	-0.014757409	0.0047271575	-0.0391115236	-0.0026350293	-0.0241677193	-0.0068951587	0.0067788954	0.0116095985	0.0298212857	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	-1.8290137262511053e-06	-1.1164142350139628e-05	3.3452912108149528e-12	1.2463807441418115e-10	-0.069123441797501	-0.052903060913593	0.0047780502059325	0.0027987338540273	-0.056494067959548	-0.043587488074671	0.003191579714618	0.0018998691166595	-0.0007220003051218	-0.0001894931424374	5.212844405959723e-07	3.590765103083864e-08	0.0001189999741715	0.0001879461264741	3.53237464566502e-08	1.4160993852817666e-08	4.294850073261088e-08	0.0002030615565107	1.8445737151790774e-15	4.123399573256145e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635.407139169378	-2.130590950290184	403742.23250741325	4.539417797458429	736.4552049116655	-3.617759288440993	13.088182269101084	542366.2688414833	593.8182147827148	-3.567546813964896	12.727390269831078	352620.0722077304	603.4832778130287	810.0674602844128	0.502678	22.142078	0.1541320500378783	0.1074993147574981	0.0191153032	-0.0153491242	-0.0116748701	0.0049073987	0.0195081222	-0.0124954714	-0.0307778039	0.0189957223	-0.0098550442	-0.0267465774	-0.0046576453	-0.0034790826	0.0176192178	-0.0015063632	0.0060728608	-0.0075009312	0.0282690624	0.0367829977	0.016988944	-0.0370437203	-0.0211850578	0.0658748674	0.0525038947	0.0423515256	-0.0306144192	-0.0305944771	-0.0095225903	-0.0399785355	-0.0045746082	0.0630439264	-0.0029062758	-0.0496683794	0.0338084926	-0.0063858364	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	0.0072537369597398	0.007255565973466	5.26166998810952e-05	5.264323759531836e-05	0.0125595528568567	0.0816829946543577	0.0001577423679641	0.0066721116157038	-0.0563049098669736	0.0001891580925744	0.003170242875128	3.5780783986385784e-08	0.0005329994441764	0.0012549997492982	2.8408840749235134e-07	1.5750243707385448e-06	0.0001640000963967	4.500012222520001e-05	2.0250110002829397e-09	2.6896031618126894e-08	-4.38063254705576e-08	-8.675482620316849e-08	1.918994151232424e-15	7.52639986954197e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.9343580826609	-1.4727810867170774	401872.7703576753	2.1690841293915355	735.7754321936405	-0.6797727180249922	0.4620909481710855	541365.4866197385	592.3589760742187	-1.4592387084960592	2.1293776083732467	350889.1565356968	602.602296703358	803.8818131451975	0.49145	21.647518	0.1635797057502503	0.0962972117719601	0.0155015328	-0.0113825476	0.0014505636	-0.0055276061	0.0161444994	-0.0152082223	-0.0267740074	0.0181988275	-0.0144980657	-0.0240310283	-0.0049860143	-0.0062019052	0.0260705452	0.0177469461	-0.0093031038	-0.0382431761	0.031810522	0.0314317653	0.0104662354	-0.0566216204	0.016960676	0.0272358914	0.034073331	0.0542155617	-0.0112167383	0.0150139811	0.0054556765	0.0049891667	0.0220752809	0.0096152086	-0.0134013083	-0.0011475345	0.0328420394	0.0801939021	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	0.008851605600384	0.0015978686406441	7.835092170474938e-05	2.5531841927541425e-06	-0.0444309880652156	-0.0569905409220723	0.0019741127004513	0.0032479217545903	-0.0276566978099594	0.0286482120570141	0.0007648929337514	0.0008207200540636	-0.0006799942104501	-0.0012129936546265	4.623921262456549e-07	1.471353606164153e-06	5.506946977673621e-05	-0.0001089306266199	1.1865881415817964e-08	3.032646501490863e-09	-0.0002049812076894	-0.0002049374013639	4.201729550580493e-08	4.1999338477800313e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.2899180555943	-0.6444400270665938	401056.1203108613	0.415302948485592	737.4380759268096	1.662643733169034	2.764384183446262	543814.915826635	591.5478172607421	-0.8111588134765952	0.6579786206807579	349928.8201059484	601.4329637246689	798.0547872711127	0.478807	21.090603	0.0387884665183919	0.0231229389651438	0.0139571664	-0.0144030982	0.004518407	0.0072905623	0.015372949	-0.0061885679	0.0019414515	0.0161822532	-0.0050912797	0.0022047199	-1.8597e-06	-0.0065355829	0.0154169639	0.0027666799	0.0192189825	-0.0216607367	0.0135865245	0.0191500776	0.0201868062	-0.0336968481	-0.0005682845	-0.0198539781	-0.0158179567	0.0002506464	0.0127523428	-0.0029473326	0.009402183	0.0464283249	-0.0172454816	0.024886363	0.0212069702	0.009885623	0.0349748034	0.0117316723	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	0.0091872626499451	0.000335657049561	8.440579499907624e-05	1.126656549200625e-07	-0.0445177562422003	-8.676817698469869e-05	0.0019818306208399	7.528716537247994e-09	-0.0100447649335961	0.0176119328763632	0.0001008973025712	0.0003101801796415	-0.0005560018959555	0.0001239923144946	3.091381083061106e-07	1.53740940537278e-08	5.497603667969919e-05	-9.343309703702118e-08	8.729743621929416e-15	3.022364609007631e-09	8.60152130286201e-05	0.000290996420718	7.398616872358897e-09	8.467891687069894e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.4588971693255	0.1689791137312113	401270.1744029781	0.0285539408773856	735.8691340128581	-1.5689419139514484	2.461578729353634	541503.3823928337	591.215451324463	-0.3323659362791886	0.1104671155987416	349535.70988478843	601.3290035422078	805.1920389007623	0.504592	22.226406	0.0640664211417499	0.0328812139302037	0.0184572145	-0.0184706629	-0.0129056966	-0.0349169106	0.0131036256	-0.0115372701	-0.0230943431	0.0148309883	-0.0101160317	-0.0193185616	3.08955e-05	-0.0094168163	0.0255852024	0.0142198808	-0.0205555095	-0.0381285767	0.0303790851	0.0244996508	-0.0015145449	-0.0622838218	-0.0307216704	0.0812373382	-0.0477916942	-0.0190081877	-0.0281537776	0.0033971862	0.0038546217	0.0065629812	0.0327946898	0.0001417235	0.0278739461	0.0392468631	0.0641441778	0.0666351837	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	0.0032559599816011	-0.0059313026683439	1.0601275401787837e-05	3.518035134350465e-05	-0.0616689977023128	-0.0171512414601125	0.0038030652776078	0.000294165083623	-0.0102761428907598	-0.0002313779571637	0.0001055991127113	5.353575906124716e-08	-0.0009890059925459	-0.0004330040965903	9.781328532917006e-07	1.8749254766406843e-07	-0.0001759679106791	-0.0002309439473587	5.3335106821663816e-08	3.096470558876771e-08	-6.508672414477594e-05	-0.0001511019371733	4.236281659898159e-09	2.2831795417552925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
