global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40
493.61035444953023	n/a	n/a	243651.18201979087	488.7910948662048	n/a	238916.7344205032	n/a	521.3050590682553	n/a	n/a	271758.9646101572	528.9611216339617	586.7358533797726	n/a	n/a	n/a	n/a	0.0940156988	-0.1044431216	0.0349563723	-0.0652690377	0.0036666796	-0.0126790807	0.0740117361	0.1151971907	-0.0250074569	0.0138610924	-0.0708180135	-0.0990704729	-0.0109277027	-0.0547665973	0.0699400253	-0.0510101253	0.030299398	-0.0419836644	0.0077543934	-0.0947433018	0.011585614	-0.0583481632	0.1195994954	-0.1202168312	-0.008431339	0.0474627079	-0.080464317	0.0176712679	0.0198791046	-0.1025578968	0.0583264584	-0.0496843797	0.1155322578	-0.0293331414	0.0280924622	-0.1137469454	0.0994027879	-0.1724523869	0.034845702	-0.1087358841	-0.031570364	0.0149212104	-0.0423545651	0.0806016381	-0.0395320849	0.1138326366	-0.0254810374	0.0669226056	-0.0189342156	0.0654407316	-0.0037489389	0.0077354126	-0.0607418926	0.0534343007	-0.0517474364	-0.0310796888	0.0190019763	-0.0043071545	0.0149467093	-0.0727311115	0.0356941848	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	-0.0874419224266773	n/a	n/a	0.007646089797673	0.098593400459805	n/a	n/a	0.0097206586142274	0.0010884300150877	n/a	n/a	1.1846798977438109e-06	0.0033422482456618	n/a	1.117062333562938e-05	n/a	0.0009390983664929	n/a	n/a	8.819057419496331e-07	-0.0026370767266417	n/a	n/a	6.954173662195303e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491.5123063789944	-2.0980480705358104	4.401805706279037	241584.34732199847	484.3467873782976	-4.444307487907167	234591.81044367785	19.75186904706772	520.6845964294242	-0.6204626388310999	0.3849738861852518	271112.4489588724	528.3446180817831	560.3335611589494	1.400368	30.499277	0.1058783906304604	0.05712516439125	-0.0610219943	-0.0071483215	-0.0117544436	-0.0518629818	0.0628668344	0.0488778059	0.0567911101	0.1368326583	-0.0148811211	-0.0072223064	0.0277418086	0.0473867615	-0.0094850642	0.0317345445	0.1004050699	-0.0248560055	0.0355256541	0.0114382071	0.021262326	-0.045260308	-0.0660340167	-0.0273782977	0.0652801939	-0.0058082921	-0.0082221463	-0.0426840045	-0.1179852263	0.0341481694	0.0075576573	-0.0084004227	0.0253193849	-0.0590572149	-0.0019189674	-0.0448231298	0.0496707832	-0.0918098555	-0.0099024896	-0.1689810578	0.0256280612	-0.04875529	-0.024539399	-0.0444194863	-0.1052029185	0.0748140807	-0.0139203622	0.0294755274	0.0241504256	0.0295498566	0.1210700637	0.0310774364	-0.0210274964	0.0897006114	-0.0899263715	-0.0417530464	0.0213993977	0.0627147789	0.0317153057	0.025053427	0.0464603197	0.0622454703	0.1245566604	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	-0.0732012273925732	0.014240695034104	0.0002027973950543	0.0053584196917792	0.1099957232225108	0.0114023227627058	0.0001300129643849	0.0120990591272432	0.0480827674195083	0.0469943374044206	0.0022084677480805	0.0023119525227185	0.0032516810325738	-9.056721308799968e-05	1.0573429537600216e-05	8.202420086527138e-09	0.0013489816023597	0.0004098832358668	1.6800426704463886e-07	1.819751363504944e-06	-0.0024727064670119	0.0001643702596297	2.7017582250767836e-08	6.114277272002472e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
488.8745901903235	-2.637716188670936	6.957546691976728	238998.36493375676	479.7185584873173	-4.628228890980324	230129.89535714965	21.42050266730496	511.7035851553316	-8.981011274092623	80.6585635053788	261840.5590608197	519.9239834442982	548.4887486734698	1.135252	24.725201	0.0438783603518649	0.029762885306449	-0.0090064846	-0.0022776579	-0.014135445	0.1067425751	0.1123841159	0.0982011162	-0.0076399856	0.0905718381	0.0260272878	-0.0095117182	0.0951664035	0.0755148858	-0.163103551	-0.1722744426	-0.0387379432	-0.2224264147	-0.0716061342	0.0376871751	-0.1272841719	-0.0703093643	-0.034566772	-0.0383530719	-0.038669812	-0.0103481583	-0.1535980532	0.165089179	0.0215082397	0.2166703969	0.0349672332	-0.0929418633	-0.1037935767	-0.0327881572	0.0756510251	-0.0193772523	0.0355863124	-0.0210417376	-0.076564002	-0.1709789586	0.0085718881	-0.0427541168	-0.0316107406	-0.0537320041	-0.0262593346	0.0849760648	-0.0100126428	0.0594376575	0.0382722072	0.0901341186	0.104280154	-0.0668957234	0.0263310703	0.0957983745	-0.0125236718	0.0035558653	0.0690398205	0.0447975544	-0.0884007104	-0.1413082749	-0.0333671876	0.0517715816	0.0491857536	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	-0.0800286987351768	-0.0068274713426036	4.66143649340734e-05	0.0064045926212456	0.1032141042003473	-0.0067816190221635	4.599035656176996e-05	0.0106531513058801	0.0751953696337111	0.0271126022142027	0.0007350931988255	0.0056543436143504	0.0031886763826133	-6.30046499605001e-05	1.016765707303584e-05	3.969585916645146e-09	0.0013490639753117	8.23729520000021e-08	6.785303221194649e-15	1.8199736094838072e-06	-0.0024726601344665	4.6332545400144816e-08	2.14670476325648e-15	6.114048140579889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491.8663403582311	2.9917501679076395	8.950569067175389	241932.49677739927	478.7711065711704	-0.9474519161469176	229221.772487383	0.8976651334104656	517.3027340401676	5.599148884835984	31.35046823456004	267602.11864543235	524.4830611929709	557.442067169374	0.978795	21.317633	0.1259918638536072	0.0811463377632543	-0.0033222885	-0.0191438496	-0.0227572565	0.030125708	0.0534226552	0.0327156003	-0.0544669904	0.0749245365	-0.008147332	-0.0496828241	0.0232638272	0.0756194356	-0.0660516878	-0.0433951128	0.0570292459	-0.069160172	0.0214476136	0.0328745427	-0.1170293459	-0.0722350625	-0.0868433642	-0.0607042715	0.0451145393	-0.0177250342	-0.0639478481	0.0199202127	-0.0542131484	0.0706790164	0.0216627876	-0.0452069365	-0.1260593512	0.0014635475	0.0007240362	-0.062588738	0.0642657165	-0.0696010191	-0.0271054659	-0.1766823575	0.0428939352	-0.0477548144	0.0080676	-0.049288014	-0.0203604675	0.0100724262	0.0570346545	0.0001578198	0.0712098463	0.068077064	0.0917684369	0.0310631781	0.0876422638	0.0835174002	-0.1121784555	-0.0052355363	-0.0008859294	-0.0267337816	0.0141719651	-0.0328306045	0.0235227002	0.0501065768	0.0626689631	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	-0.0730412309056589	0.0069874678295179	4.882470666854773e-05	0.0053350214122137	0.0816592889529772	-0.0215548152473701	0.0004646100603482	0.0066682394723058	-0.0044949267944431	-0.0796902964281542	0.006350543344807	2.020436688740252e-05	0.0028931387060041	-0.0002955376766091	8.37025157217908e-06	8.734251829556402e-08	0.0013500145238971	9.505485853999756e-07	9.03542613205895e-13	1.8225392147331137e-06	-0.0024139626726898	5.8697461776699694e-05	3.445392019027121e-09	5.827215785139683e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495.6540155447899	3.787675186558772	14.346483318873029	245672.9031256748	482.7603497877189	3.989243216548516	233057.5553271607	15.914061440778353	523.0056810528507	5.702947012683126	32.523604629471386	273534.9424135562	529.7337197150973	554.0699248929178	0.978217	21.305059	0.1336063457031358	0.0621933734088204	-0.0490594905	0.0495832979	0.0139262447	0.0386769328	0.0814743356	-0.012674157	-0.0174391673	0.0161740142	0.0193225783	0.0363255144	0.0114391094	0.1007912614	0.019479053	-0.0387490675	0.0984005637	0.0364025941	-0.0329346824	-0.003402432	0.0208887116	-0.0937921621	-0.0736469766	-0.1053626923	0.0120139005	-0.0319811995	0.0160968283	0.0427446804	-0.0580916907	-0.0250822537	0.0702021364	0.0454662326	-0.0621780971	0.0327520278	-0.0210570276	-0.0304843247	0.12905794	-0.1170915315	-0.0300384825	-0.1521975269	0.0446958478	-0.0345921721	0.018555993	0.0325716353	-0.0158518176	0.0330732652	-0.0356302805	-0.0103546221	0.0145760944	0.0239169651	0.1258165485	-0.0793920538	0.0370213374	0.0934317409	-0.0552474654	0.0560787334	0.0691014566	-0.0777395911	0.0210760729	-0.0553829065	-0.0140081425	0.0628488008	0.0034738625	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	-0.0562699214667219	0.0167713094389369	0.0002812768202965	0.003166304061871	0.0639439653296705	-0.0177153236233066	0.0003138326910784	0.0040888307020821	0.0440276548965741	0.0485225816910172	0.0023544409339614	0.0019384343956918	0.0034468319209305	0.0005536932149263	1.188065029114544e-05	3.065761762555322e-07	0.0013501361570107	1.2163311360001948e-07	1.4794614324035243e-14	1.8228676424676216e-06	-0.0019558349017323	0.0004581277709575	2.098810545224877e-07	3.825290162834196e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492.6430791808428	-3.01093636394711	9.065737787739042	242697.20346478213	482.897102721194	0.1367529334751225	233189.6118165234	0.0187013648140512	516.0599744073276	-6.94570664552316	48.242840805664585	266317.8971852916	523.8425600842218	560.4937318755734	1.281609	27.912771	0.1903656935409307	0.0886935585496948	0.0305479537	-0.0620052456	-0.0157825534	-0.0039745449	0.0398497129	-0.0162803331	-0.020958509	0.0634890572	-0.0231563588	0.0382151476	-0.0654043796	-0.0290610842	-0.0944365381	-0.1261702967	-0.1005787479	-0.113573627	-0.0070401031	-0.0470444166	-0.0884033887	0.0441027514	-0.0388620777	-0.0463260873	0.0240229606	0.0651713581	-0.0851017566	0.1042818068	0.0582901433	0.1218609602	-0.0103012892	-0.1276793227	-0.0208074702	-0.0388638788	-0.0553665303	-0.0609622062	-0.0786855604	-0.0478410627	-0.0251438358	-0.1330158652	0.0015702448	-0.1172945894	-0.0067663787	-0.0719300313	-0.0251782961	-0.0082515408	0.0095343717	0.1156155869	0.0389313549	0.0650444117	0.0567610285	0.081150104	0.0633233048	0.0103151969	-0.0284386259	-0.0029481344	-0.0360344933	-0.0345056594	-0.0472321366	-0.0614339525	0.0084113124	-0.0548234014	0.025835031	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	-0.0833529846957219	-0.027083063229	0.000733492313866	0.0069477200576852	0.1254762321930513	0.0615322668633807	0.0037862198653463	0.0157442848453645	-0.0148496225623659	-0.05887727745894	0.003466533800977	0.0002205112902447	0.0029739951536801	-0.0004728367672503	8.844647174112722e-06	2.235746084638088e-07	0.0010702510603246	-0.0002798850966861	7.833566734698754e-08	1.145437332125931e-06	-0.0018510950458766	0.0001047398558557	1.0970437404672828e-08	3.4265528688688915e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
490.651796206868	-1.9912829739747624	3.965207882441773	240739.18512102595	486.43506884067614	3.537966119482121	236619.0761980333	12.51720426260338	517.4220220870733	1.3620476797457286	1.8551738819007229	267725.54894067574	524.9844372996968	546.2471229664741	1.524192	33.196114	0.1029641646511062	0.0594011984464119	-0.1359173275	0.095573138	-0.0041051784	0.0076162496	0.0189561703	-0.0105222476	0.0266427032	0.1713405106	-0.010240761	0.1019066043	0.0516515072	-0.0063531074	-0.0543586783	0.0698171096	0.138316562	-0.1546234362	0.1122875117	0.0208366464	-0.0573993821	-0.0819750058	-0.0133240068	-0.0495652738	0.0083922222	-0.018658388	-0.0524965744	-0.1037303911	-0.170022899	0.1412251865	-0.0376688396	-0.0302163835	-0.0335165152	0.022220966	0.0738398779	-0.0573359315	0.0052631901	-0.0930680802	0.0045761063	-0.1553071515	0.0506304265	-0.0977489549	0.0259013152	-0.0491449369	-0.1004077087	0.0531352418	-0.0554862317	0.0192107638	0.0597349745	-0.0518017669	0.0809945603	0.019936802	-0.0368570008	-0.0091989788	0.0209653788	0.0441358101	0.0650674368	0.0377803669	0.0023990034	0.0071082289	-0.0468490748	-0.0179370072	0.1136622081	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	-0.0826637682856414	0.0006892164100805	4.750192599242571e-07	0.0068332985871822	0.0721095796573365	-0.0533666525357147	0.0028479996028677	0.0051997914783577	-0.003688057386455	0.0111615651759109	0.0001245805371761	1.3601767285785288e-05	0.0032328779140767	0.0002588827603966	1.0451499607324916e-05	6.702028363056344e-08	0.0011841286595981	0.0001138775992735	1.2968107616295857e-08	1.4021606824815933e-06	-0.0014689207949587	0.0003821742509178	1.460571580646579e-07	2.1577283018620997e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
490.1476856773317	-0.5041105295363195	0.2541274259893885	240244.7537748444	481.8395700150348	-4.595498825641357	232169.3712322736	21.11860945647109	515.0749922127559	-2.3470298743174	5.50854923093835	265302.2476029705	522.1041181869929	567.7718402108839	1.832123	39.902676	0.063428451393112	0.0277224225186752	0.061597341	0.0092139125	0.0345317688	0.0741151711	0.1292573977	0.0443969249	-0.0178383602	0.1039102671	0.0196967831	0.07917061	0.0155604658	0.0043552061	-0.1023318754	-0.1417267629	0.0460788542	-0.1331915878	-0.0972595267	0.0623058982	-0.037633157	-0.0283376303	-0.087912974	-0.0426098404	0.205860839	-0.0085480838	-0.1018105227	0.1360238129	-0.0395072602	0.1524344547	0.0741856881	-0.0357546516	-0.0292047493	-0.115024674	0.0852835278	0.0402764117	0.0354472432	-0.1230697032	-0.004510228	-0.1645746003	0.0654706993	-0.0931106483	0.016304709	-0.0212448121	0.0598267408	0.0545716325	0.0037378607	0.0840616416	0.0063388673	0.0287062249	0.035366222	-0.0278492972	0.0562577923	0.0231946802	-0.0114600889	-0.02246608	-0.1231613453	0.1223309467	0.0972552135	-0.0164564148	-0.0069686471	0.0077557255	-0.069908086	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	-0.0734024918262008	0.0092612764594405	8.577124165818854e-05	0.0053879258062954	0.0581973888376552	-0.0139121908196813	0.0001935490534032	0.0033869360675212	-0.0148536513187451	-0.0111655939322901	0.0001246704878607	0.0002206309574988	0.0034368629416735	0.0002039850275968	1.1812026879848626e-05	4.1609891483667316e-08	0.0013528397666031	0.0001687111070049	2.8463437626852528e-08	1.8301754341027304e-06	-0.0012598291259265	0.0002090916690322	4.37193260586711e-08	1.587169426532729e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494.6482456543509	4.500559977019179	20.255040106746875	244676.88692892707	486.41018295288086	4.570612937846079	236594.866080255	20.89050262760596	522.7297583313945	7.654766118638577	58.5954443310571	273246.40024519805	530.3191743460808	563.2230994932113	1.435792	31.270794	0.1287440350826753	0.0622184833431136	-0.0142397393	-0.0087355132	0.0405313157	0.0519556115	-0.0609535518	-0.0172369414	0.0124267952	0.1271087224	0.0242151848	-0.0052411731	-0.0976321567	0.0825060311	0.0133130683	-0.0387287674	0.1037889352	-0.0062721694	0.0141940867	-0.0086169749	0.0181164506	-0.0702237594	-0.0547902022	-0.1757324618	0.0143298084	0.0008343106	0.015371557	0.0296669499	-0.0907870261	0.0172965075	0.0536858865	-0.0090137675	-0.006950684	-0.0125902963	-0.0032998985	-0.1198468382	0.0693658445	-0.1731557002	-0.0026563137	-0.1731541708	0.0793585337	-0.0797150022	0.0021823146	0.0219353899	-0.0154500735	0.0109504578	0.0736702991	0.0068588352	0.0400167832	-0.0167445469	0.0529091893	0.0314958769	0.0659220604	-0.0192571338	-0.0194146318	0.0657385445	0.015418788	-0.0377588567	0.0835022104	0.0583701178	0.0429821993	-0.0499326078	-0.0114395731	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	-0.0697579916453321	0.0036445001808687	1.3282381568352016e-05	0.0048661773983902	0.0404569910169527	-0.0177403978207024	0.0003147217148367	0.0016367681221457	-0.0653528510324292	-0.0504991997136841	0.0025501691717225	0.0042709951380668	0.0031777557295443	-0.0002591072121292	1.0098131476651629e-05	6.713654737736637e-08	0.0008918393373402	-0.0004610004292629	2.125213957805781e-07	7.953774036274071e-07	-0.0016769202318828	-0.0004170911059563	1.739649906678495e-07	2.812061464097864e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495.2502422837421	0.6019966293912375	0.362399941798411	245272.80248210527	486.2872429502771	-0.122940002603741	236475.28265618184	0.0151142442402078	522.3943358035671	-0.3354225278274043	0.1125082721741258	272895.84207965	529.3494166421627	559.9233018429048	0.912002	19.862925	0.114437704117104	0.0638568603935978	-0.0314259844	0.0226712145	0.0554168425	0.0547774285	0.0482364931	-0.0323243516	-0.0281041138	0.1067329304	0.0508978472	0.0429688345	-0.0916111512	0.098255825	0.0069193969	-0.0574776138	0.1269514048	-0.0099155272	0.0292970924	0.0433302091	0.0011345299	-0.0569103319	-0.0124804075	-0.0880418572	0.1379435234	-0.0092160087	0.0063882644	0.0562035258	-0.0935145403	-0.0015749167	0.0300409758	0.0367843109	-0.0398124121	0.0293322618	0.0463924718	-0.0282609788	0.0589376493	-0.1553485238	-0.0217704544	-0.1630303217	0.0731354482	-0.0822996301	0.0159786442	0.0351122577	0.0276278308	0.0419230265	-0.0142459692	0.0285969147	0.0016163179	-0.0059316695	0.1012161143	-0.0662660911	0.0308130473	0.0373750718	0.0046905751	0.0447727366	0.0122430735	-0.0491365435	0.0020694659	-0.0069895217	-0.0023126053	-0.0160460956	-0.1399766159	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	-0.0650725543081733	0.0046854373371588	2.195332304044176e-05	0.0042344373241901	0.0410610413564569	0.0006040503395041	3.648768126551362e-07	0.0016860091172766	-0.0082862391199682	0.057066611912461	0.0032565981951674	6.866175875329136e-05	0.003357293047397	0.0001795373178526	1.1271416606100232e-05	3.223364850174139e-08	0.0004538985844899	-0.0004379407528503	1.9179210300708758e-07	2.060239250019349e-07	-0.0012527662120262	0.0004241540198566	1.7990663256051305e-07	1.5694231819944735e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
